Legacy_Code	Banner_Org	Deptname	deptFullName	directoryDisplayName	directorySortName	Name	Address	Address2	Mailcode	buildingCode	city	state	zip	areaCode	Phone	NetId	CIP	Comments	DeptType	Dean	Duplicate	Active	Campus	College	CollegeName	AdminRollup	School	Dept	URL	directoryDisplay	
12238	1B1-KP-KP0-919	Materials Science & Engineerng	Department of Materials Science and Engineering	Department of Materials Science and Engineering	Materials Science and Engineering, Department of	Nancy Sottos	201 M S E B	1304 W. Green	246	34	Urbana	IL	61801-2920	217	333-1441	n-sottos	14.1801		1	F	F	Y	1	KP	Grainger Engineering	B1	KP0	919	http://www.matse.illinois.edu/	True	
12240	1B1-KP-KP0-917	Mechanical Sci & Engineering	Department of Mechanical Science and Engineering	Department of Mechanical Science and Engineering	Mechanical Science and Engineering, Department of	Nenad Miljkovic	144 Mech Engineering Bldg	1206 W. Green	244	112	Urbana	IL	61801-2906	217	333-1176	nmiljkov	14.1901		1	F	F	Y	1	KP	Grainger Engineering	B1	KP0	917	http://mechanical.illinois.edu/	True	
12253	1B1-KP-KP0-973	Nuclear, Plasma, & Rad Engr	Department of Nuclear, Plasma, and Radiological Engineering	Department of Nuclear, Plasma, and Radiological Engineering	Nuclear, Plasma, and Radiological Engineering, Department of	Rizwan Uddin	100 Talbot Laboratory	104 S. Wright	234	13	Urbana	IL	61801-2959	217	333-2295	rizwan	14.2301		1	F	F	Y	1	KP	Grainger Engineering	B1	KP0	973	https://npre.illinois.edu/	True	
12255	1B1-KP-KP0-244	Physics	Department of Physics	Department of Physics	Physics, Department of	Vidya Madhavan	211 Loomis Lab	1110 W. Green	704	67	Urbana	IL	61801-2902	217	333-3761	vm1	40.0801		1	F	F	Y	1	KP	Grainger Engineering	B1	KP0	244	http://physics.illinois.edu/	True	
12401	1B1-KR-KR0-447	Fine & Applied Arts Admin	College of Fine and Applied Arts Administration	College of Fine and Applied Arts	Fine and Applied Arts, College of	Jacob Pinholster	100 Architecture	608 E. Lorado Taft	622	50	Champaign	IL	61820-6922	217	333-1660	jakepin	50.0101		2	T	T	Y	1	KR	Fine & Applied Arts	B1	KR0	447	http://faa.illinois.edu/	True	
12402	1B1-KR-KR0-663	FAA General Expen	College of Fine and Applied Arts General Expenses	College of Fine and Applied Arts General Expenses	Fine and Applied Arts General Information, College of	Jacob Pinholster	100 Architecture	608 E. Lorado Taft	622	50	Champaign	IL	61820-6922	217	333-1661	jakepin	50.0101		8	F	T	Y	1	KR	Fine & Applied Arts	B1	KR0	663	http://faa.illinois.edu/	False	
12403	1B1-KR-KR0-481	Action Research Illinois	Action Research Illinois	Action Research Illinois	Action Research Illinois	Jacob Pinholster	101 Temple Hoyne Buell	611 E. Lorado Taft	620	50	Champaign	IL	61820-6921	217	265-0202	jakepin	04.0301		8	F	T	Y	1	KR	Fine & Applied Arts	B1	KR0	481	http://engage.illinois.edu/entry/19425	True	
12405	1B1-KR-KR0-767	Architecture	School of Architecture	School of Architecture	Architecture, School of	F. Rodriguez-Suarez	117 Temple Hoyne Buell	611 E. Lorado Taft	620	339	Champaign	IL	61820-6921	217	333-1330	paco70	04.9999		5	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	767	http://www.arch.illinois.edu/	True	
12410	1B1-KR-KR0-526	Art & Design	School of Art and Design	School of Art and Design	Art and Design, School of	Brooke White	143 Art & Design Bldg	408 E. Peabody	590	219	Champaign	IL	61820-6924	217	333-0855	brookecw	50.0702		5	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	526	http://art.illinois.edu/	True	
12418	1B1-KR-KR0-801	Dance	Department of Dance	Department of Dance	Dance, Department of	Sara Hook	907 1/2 W. Nevada		039	365	Urbana	IL	61801-3810	217	333-1010	sarahook	50.0301		1	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	801	http://dance.illinois.edu	True	
12419	1B1-KR-KR0-262	Krannert Center	Krannert Center for the Performing Arts	Krannert Center for the Performing Arts	Krannert Center for the Performing Arts	Michael Ross	5-119 KCPA	500 S. Goodwin	072	52	Urbana	IL	61801-3741	217	333-6700	mikeross			3	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	262	http://www.krannertcenter.com/	True	
12420	1B1-KR-KR0-569	Landscape Architecture	Department of Landscape Architecture	Department of Landscape Architecture	Landscape Architecture, Department of	David Hays	101 Temple Hoyne Buell	611 E. Lorado Taft	620	339	Champaign	IL	61820-6921	217	333-0176	dlhays	04.0601		1	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	569	https://landarch.illinois.edu/	True	
12425	1B1-KR-KR0-495	Music	School of Music	School of Music	Music, School of	Peter Mortensen	2134 Music Bldg	1114 W. Nevada	056	39	Urbana	IL	61801-3859	217	333-2620	pmortens	50.0901		5	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	495	http://www.music.illinois.edu/	True	
12430	1B1-KR-KR0-883	Theatre	Department of Theatre	Department of Theatre	Theatre, Department of	J.W. Morrissette	KCPA 4-122	500 S. Goodwin	072	52	Urbana	IL	61801-3741	217	244-6180	jwmorris	50.0501	Interim	1	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	883	http://theatre.illinois.edu	True	
12435	1B1-KR-KR0-209	U of I Bands	University of Illinois Bands	University of Illinois Bands	Bands, University of Illinois	Jeffrey Sposato	3054 Music Bldg	1114 W. Nevada	056	39	Urbana	IL	61801-3859	217	333-3025	jsposato	50.0901		8	F	T	Y	1	KR	Fine & Applied Arts	B1	KR0	209	http://www.bands.illinois.edu/	True	
12448	1B1-KR-KR0-733	Urban & Regional Planning	Department of Urban and Regional Planning	Department of Urban and Regional Planning	Urban and Regional Planning, Department of	Marc Doussard	111 Temple Hoyne Buell	611 E. Lorado Taft	619	339	Champaign	IL	61820-6921	217	333-3890	mdouss1	04.0301		1	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	733	https://urban.illinois.edu/	True	
12480	1B1-KR-KR0-607	Krannert Art Museum	Krannert Art Museum and Kinkead Pavilion	Krannert Art Museum and Kinkead Pavilion	Krannert Art Museum and Kinkead Pavilion	Stephanie Smith	Krannert Art Museum	500 E. Peobody	592	220	Champaign	IL	61820-6913	217	333-1861				3	F	F	Y	1	KR	Fine & Applied Arts	B1	KR0	607	https://kam.illinois.edu/	True	
12499	1B1-KR-KR0-644	Fine & Applied Arts Courses	Fine and Applied Arts Courses	Fine and Applied Arts Courses	Fine and Applied Arts Courses	Jacob Pinholster	110 Architecture	608 E. Lorado Taft	622	50	Champaign	IL	61820-6922	217	333-1660	jakepin	50.0101	For Courses	7	F	T	Y	1	KR	Fine & Applied Arts	B1	KR0	644	http://www.faa.illinois.edu/	False	
12601	1B1-KS-KS0-486	Graduate Admin	Graduate College Administration	Graduate College	Graduate College	Wojciech Chodzko-Zajko	507 E. Green St., Suite 101		434	1262	Champaign	IL	61820-6242	217	333-0035	wojtek			2	T	F	Y	1	KS	Graduate College	B1	KS0	486	http://www.grad.illinois.edu/	True	
12602	1B1-KS-KS0-259	Graduate General Expen	Graduate College General Expenses	Graduate College General Expenses	Graduate College - General Expenses	Wojciech Chodzko-Zajko	507 E. Green St., Suite 101		434	1262	Champaign	IL	61820-6242	217	333-0035	wojtek			9	F	T	Y	1	KS	Graduate College	B1	KS0	259	http://www.grad.illinois.edu/	False	
12612	1B1-KS-KS0-211	CIC Traveling Scholars	Committee on Institutional Cooperation Traveling Scholars	Committee on Institutional Cooperation Traveling Scholars	CIC Traveling Scholars	Keith A. Marshall	1819 S. Neil		428	355	Champaign	IL	61820-7271	217	333-8475	keithmar	30.9999		G	F	F	Y	1	KS	Graduate College	B1	KS0	211	http://www.cic.net/projects/shared-courses/traveling-scholar-program/	False	
12620	1B1-KS-KS0-419	Center for Adv Study Courses	Center for Advanced Study Courses	Center for Advanced Study Courses	Center for Advanced Study Courses	May R. Berenbaum	912 W. Illinois		064	285	Urbana	IL	61801-3029	217	333-1506	maybe	30.9999	phaseout	7	F	T	Y	1	KS	Graduate College	B1	KS0	419		False	
12635	1B1-KS-KS0-297	Grad College Access Programs	Graduate College Access Programs	Graduate College Access Programs	Graduate College Access Programs	Alexis Thompson	507 E. Green St., Suite 101		434	1262	Champaign	IL	61820-6242	217	333-4860	athmpsn1	24.0101	Acting	8	F	F	Y	1	KS	Graduate College	B1	KS0	297	http://www.grad.illinois.edu/	False	
12665	1B1-KS-KS0-683	Fellowships	Fellowships	Fellowships	Graduate College Fellowships Office	Wojciech Chodzko-Zajko	507 E. Green St., Suite 101		434	1262	Champaign	IL	61820-6242	217	333-0036	wojtek			8	F	F	Y	1	KS	Graduate College	B1	KS0	683	http://www.grad.illinois.edu/fellowship/	False	
12699	1B1-KS-KS0-913	Graduate College Programs	Graduate College Programs	Graduate College Programs	Graduate College Programs	Wojciech Chodzko-Zajko	507 E. Green St., Suite 101		434	1262	Champaign	IL	61820-6216	217	333-6715	wojtek	24.0101		7	F	F	Y	1	KS	Graduate College	B1	KS0	913	https://www.studyabroad.illinois.edu/	False	
12801	1B1-KT-KT0-934	College of Media Admin	College of Media Administration	College of Media	Media, College of	Tracy Sulkin	119 Gregory Hall	810 S. Wright	462	43	Urbana	IL	61801-3655	217	333-2350	tsulkin	09.0100		2	T	F	Y	1	KT	College of Media	B1	KT0	934	https://media.illinois.edu/	True	
12802	1B1-KT-KT0-686	College of Media Gen. Expenses	College of Media General Expenses	College of Media General Expenses	College of Media General Expenses	Tracy Sulkin	119 Gregory Hall	810 S. Wright	462	43	Urbana	IL	61801-3655	217	333-2350	tsulkin	09.0100		9	F	T	Y	1	KT	College of Media	B1	KT0	686	https://media.illinois.edu/	False	
12803	1B1-KT-KT0-408	Advertising	Charles H. Sandage Department of Advertising	Charles H. Sandage Department of Advertising	Advertising, Department of	Michelle Nelson	119 Gregory Hall	810 S. Wright	462	43	Urbana	IL	61801-3655	217	333-1602	nelsonmr	09.0903		1	F	F	Y	1	KT	College of Media	B1	KT0	408	https://media.illinois.edu/advertising	True	
12810	1B1-KT-KT0-642	Journalism	Department of Journalism	Department of Journalism	Journalism, Department of	Jeffrey Magee	119 Gregory Hall	810 S. Wright	462	43	Urbana	IL	61801-3644	217	333-0709	jmag	09.0401		1	F	F	Y	1	KT	College of Media	B1	KT0	642	https://media.illinois.edu/journalism	True	
12820	1B1-KT-KT0-238	Inst of Communications Rsch	Institute of Communications Research	Institute of Communications Research	Communications Research, Institute of	Mike Yao	228 Gregory Hall	810 S. Wright	463	43	Urbana	IL	61801-3645	217	333-1549	mzyao	09.0100		3	F	F	Y	1	KT	College of Media	B1	KT0	238	https://media.illinois.edu/icr	True	
12840	1B1-KT-KT1-953	IPM Content Programming	IPM Content Programming	IPM Content Programming	IPM Content Programming	John Steinbacher	300 N. Goodwin Avenue		252	376	Urbana	IL	61801-2316	217	333-1070	stnbchr	90.0907		8	F	F	Y	1	KT	College of Media	B1	KT1	953	http://www.will.illinois.edu/	False	
12845	1B1-KT-KT1-647	IPM Development	IPM Development	Illinois Public Media Development	Illinois Public Media Development	John Steinbacher	300 N. Goodwin Avenue		252	376	Urbana	IL	61801-2316	217	333-0850	stnbchr	90.0907		8	F	F	Y	1	KT	College of Media	B1	KT1	647	http://www.will.illinois.edu/	False	
12850	1B1-KT-KT1-417	IPM Administration	IPM Administration	Illinois Public Media General Administration	WILL Radio TV Online, Illinois Public Media	John Steinbacher	Campbell Hall	300 N. Goodwin Avenue	252	376	Urbana	IL	61801-2316	217	333-7300	stnbchr	90.0907		8	F	T	Y	1	KT	College of Media	B1	KT1	417	http://will.illinois.edu/	True	
13010	1B1-KU-KU0-853	Law	Law	Law	Law, College of	Jamelle Sharpe	202 Law	504 E. Pennsylvania	594	156	Champaign	IL	61820-6909	217	333-0931	jcsharpe	22.0101		2	T	F	Y	1	KU	Law	B1	KU0	853	https://law.illinois.edu/	True	
13011	1B1-KU-KU0-694	Law Library	Law Library	Law Library	Law Library	Faye Jones	202 Law	504 E. Pennsylvania	594	156	Champaign	IL	61820-6909	217	333-2915	fjone			8	F	T	Y	1	KU	Law	B1	KU0	694	http://law.illinois.edu/academics/library/	True	
13201	1B1-KV-KV0-580	LAS Administration	College of Liberal Arts and Sciences Administration	College of Liberal Arts & Sciences	Liberal Arts & Sciences, College of	Venetria K. Patton	2090 Lincoln Hall	702 S. Wright	448	27	Urbana	IL	61801	217	333-1350	vkpatton	24.0101		2	T	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	580	http://www.las.illinois.edu/	True	
13202	1B1-KV-KV0-920	LAS General Expen	College of Liberal Arts and Sciences General Expenses	College of Liberal Arts and Sciences General Expenses	Liberal Arts and Sciences - General, College of	Venetria K. Patton	2090 Lincoln Hall	702 S. Wright	448	27	Urbana	IL	61801	217	333-1705	vkpatton	24.0101		8	F	T	Y	1	KV	Liberal Arts & Sciences	B1	KV0	920	http://www.las.illinois.edu/	False	
13204	1B1-KV-KV3-584	Cell & Developmental Biology	Department of Cell and Developmental Biology	Department of Cell and Developmental Biology	Cell and Developmental Biology, Department of	Supriya Prasanth	B107 Chem/Life Sci Lab	601 S. Goodwin	123	70	Urbana	IL	61801-3762	217	333-6118	supriyap	26.0401		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV3	584	http://mcb.illinois.edu/departments/cdb/	True	
13205	1B1-KV-KV6-461	Center for African Studies	Center for African Studies	Center for African Studies	African Studies, Center for	Erik McDuffie	125 Coble Hall	801 S. Wright St.	485	130	Champaign	IL	61820	217	265-5016	emcduffi	90.0501		3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	461	http://www.afrst.illinois.edu/	True	
13206	1B1-KV-KV0-303	African American Studies	Department of African American Studies	Department of African American Studies	African American Studies, Department of	Candice Jenkins	1201 W. Nevada St.		143	157	Urbana	IL	61801	217	333-7781	cmjenki	05.0201		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	303	http://www.afro.illinois.edu/	True	
13207	1B1-KV-KV0-241	Anthropology	Department of Anthropology	Department of Anthropology	Anthropology, Department of	Jessica Greenberg	109 Davenport Hall	607 S. Mathews	148	1	Urbana	IL	61801-3636	217	244-9226	jrgreenb	45.0201	Interim	1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	241	http://www.anthro.illinois.edu/	True	
13208	1B1-KV-KV4-362	E. Asian Languages & Cultures	Department of East Asian Languages and Cultures	Department of East Asian Languages and Cultures	East Asian Languages and Cultures, Department of	Dan Shao	2090A Foreign Languages	707 S. Mathews	146	172	Urbana	IL	61801-3643	217	244-4012	danshao	16.0399		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	362	http://www.ealc.illinois.edu/	True	
13209	1B1-KV-KV0-404	Asian American Studies	Department of Asian American Studies	Department of Asian American Studies	Asian American Studies, Department of	Junaid Rana	Asian American Studies Bldg.	1208 W. Nevada	142	184	Urbana	IL	61801-3818	217	244-9530	jrana	05.0103		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	404	http://www.asianam.illinois.edu	True	
13210	1B1-KV-KV0-430	Astronomy	Department of Astronomy	Department of Astronomy	Astronomy, Department of	Tony Wong	103 Astronomy Bldg	1002 W. Green	221	300	Urbana	IL	61801-3074	217	244-3615	wongt	40.0201		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	430	http://www.astro.illinois.edu/	True	
13211	1B1-KV-KV6-932	E Asian & Pacific Studies Cntr	Center for East Asian and Pacific Studies	Center for East Asian and Pacific Studies	East Asian and Pacific Studies, Center for	Matt Winters	211 Coble Hall	801 S. Wright St	483	130	Champaign	IL	61820-6216	217	333-7273	mwinters	90.0501		3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	932	http://www.eaps.illinois.edu/	True	
13212	1B1-KV-KV5-253	Climate Meteorology & Atm Sci	Department of Climate, Meteorology and Atmospheric Sciences	Department of Climate, Meteorology and Atmospheric Sciences	Climate, Meteorology and Atmospheric Sciences, Department of	Stephen Nesbitt	3072 Natural History Bldg	1301 W. Green	104	32	Urbana	IL	61801-3070	217	333-2046	snesbitt	40.0401		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV5	253	http://www.atmos.illinois.edu/	True	
13213	1B1-KV-KV3-870	Biophysics & Quant Biology	Center for Biophysics and Quantitative Biology	Center for Biophysics and Quantitative Biology	Biophysics and Quantitative Biology, Center for	Satish Nair	318E Roger Adams Laboratory	600 S Mathews Ave	712	116	Urbana	IL	61801	217	333-1630	snair	90.2602		3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV3	870	https://biophysics.illinois.edu/	True	
13214	1B1-KV-KV0-276	Center for Writing Studies	Center for Writing Studies	Center for Writing Studies	Writing Studies, Center for	Lindsay Russell		608 S. Wright Street	718	44	Urbana	IL	61801-3630	217	333-2577	russellr	90.2313		3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	276	http://www.cws.illinois.edu/	True	
13216	1B1-KV-KV2-377	Plant Biology	Department of Plant Biology	Department of Plant Biology	Plant Biology, Department of	Katy D. Heath	265 Morrill Hall	505 S. Goodwin	116	242	Urbana	IL	61801-3750	217	333-3261	kheath	26.0301		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV2	377	http://www.life.illinois.edu/plantbio/	True	
13218	1B1-KV-KV4-625	Sch Lit, Cultures, Ling Adm	School of Literatures, Cultures, and Linguistics Administration	School of Literatures, Cultures, and Linguistics Administration	Literatures, Cultures and Linguistics, School of	Mariselle Melendez	4088 Lit. Cultures & Ling Bldg	707 S. Mathews	174	172	Urbana	IL	61801-3625	217	244-3252	melendez	24.0103		5	F	T	Y	1	KV	Liberal Arts & Sciences	B1	KV4	625	https://www.slcl.illinois.edu/	True	
13219	1B1-KV-KV2-383	School of Integrative Biology	School of Integrative Biology	School of Integrative Biology	Integrative Biology, School of	Carla Caceres	265 Morrill Hall	505 S. Goodwin	119	242	Urbana	IL	61801-3750	217	333-3044	cecacere	26.0101		5	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV2	383	http://sib.illinois.edu/	True	
13220	1B1-KV-KV0-925	Unit For Criticism	Unit for Criticism	Unit for Criticism	Criticism and Interpretive Theory, Unit for	Dede Ruggles	112 English Bldg	608 S. Wright	718	44	Urbana	IL	61801-3632	217	333-2581	drf1	24.0101		P	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	925	http://criticism.english.illinois.edu/	True	
13222	1B1-KV-KV4-514	Classics	Department of the Classics	Department of the Classics	Classics, Department of the	Ariana Traill	4080 Foreign Languages	707 S. Mathews	174	172	Urbana	IL	61801-3674	217	333-1008	traill	16.1200		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	514	http://www.classics.illinois.edu/	True	
13224	1B1-KV-KV4-771	Comparative & World Literature	Department of Comparative and World Literature	Department of Comparative and World Literature	Comparative and World Literature	Wail Hassan	3072 Foreign Languages	707 S. Mathews	160	172	Urbana	IL	61801-3643	217	333-6157	whassan	16.0104		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	771	http://www.complit.illinois.edu/	True	
13225	1B1-KV-KV0-499	English	Department of English	Department of English	English, Department of	Justine S. Murison	608 S. Wright Street		718	44	Urbana	IL	61801-3633	217	333-2391	jmurison	23.0101		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	499	http://www.english.illinois.edu/	True	
13227	1B1-KV-KV2-292	Evolution Ecology Behavior	Department of Evolution, Ecology, and Behavior	Department of Evolution, Ecology, and Behavior	Evolution, Ecology, and Behavior, Department of	Becky Fuller	515 Morrill Hall	505 S. Goodwin	122	242	Urbana	IL	61801-3707	217	333-7801	rcfuller	26.1301		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV2	292	https://sib.illinois.edu/	True	
13228	1B1-KV-KV2-361	Entomology	Department of Entomology	Department of Entomology	Entomology, Department of	Brian Allan	320 Morrill Hall	505 S. Goodwin	118	242	Urbana	IL	61801-3750	217	333-2910	ballan	26.0702		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV2	361	http://www.life.illinois.edu/entomology/	True	
13229	1B1-LQ-LQ0-984	Intensive English Institute	Intensive English Institute	Intensive English Institute	Intensive English Institute	Matt Rosenstein	International Studies Bldg	910 S. Fifth St.	417		Champaign	IL	61820	217	333-6598	rosenstn	24.0101		P	F	F	Y	1	LQ	Illinois International Prgms	B1	LQ0	984	http://www.iei.illinois.edu/	True	
13231	1B1-KV-KV4-985	French and Italian	Department of French and Italian	Department of French and Italian	French & Italian, Department of	Eleonora Stoppino	2090 Foreign Languages	707 S. Mathews	158	172	Urbana	IL	61801-3643	217	333-2020	stoppino	16.0901	Interim	1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	985	http://www.frit.illinois.edu	True	
13243	1B1-KV-KV5-872	Geography & GIS	Department of Geography and Geographic Information Science	Department of Geography and Geographic Information Science	Geography & Geographic Information Science, Department of	Julie Cidell	2042 Natural History Bldg.	1301 W. Green St.	150	32	Urbana	IL	61801	217	333-1880	jcidell	45.0701		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV5	872	http://ggis.illinois.edu/	True	
13246	1B1-KV-KV5-655	Earth Sci & Environmental Chng	Earth Science and Environmental Change	Earth Science and Environmental Change	Earth Science and Environmental Change	Craig Lundstrom	3081 Natural History Bldg.	1301 W. Green St.	102	32	Urbana	IL	61801	217	333-3240	lundstro	40.0601		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV5	655	http://www.geology.illinois.edu/	True	
13247	1B1-KV-KV0-982	Latina/Latino Studies	Department of Latina/Latino Studies	Department of Latina/Latino Studies	Latina/Latino Studies, Department of	Gilberto Rosas	1207 W Oregon St		136	238	Urbana	IL	61801	217	265-0370	grosas2	05.0203	interim	1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	982	http://www.lls.illinois.edu/	True	
13248	1B1-KV-KV6-729	Latin American & Carib Studies	Center for Latin American and Caribbean Studies	Center for Latin American and Caribbean Studies	Latin American and Caribbean Studies, Center for	Gisela Sin	223 Coble Hall	801 S. Wright St.	481	130	Champaign	IL	61820-6216	217	244-7333	gsin	90.0501		3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	729	http://www.clacs.illinois.edu/	True	
13249	1B1-KV-KV4-927	Germanic Languages & Lit	Department of Germanic Languages and Literatures	Department of Germanic Languages and Literatures	Germanic Languages and Literatures, Department of	Anke Pinkert	2090 Foreign Languages	707 S. Mathews	178	172	Urbana	IL	61801-3643	217	333-1288	pinkert	16.0501		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	927	http://www.germanic.illinois.edu/	True	
13250	1B1-KV-KV0-451	History	Department of History	Department of History	History, Department of	Adrian Burgos	309 Gregory Hall	810 S. Wright	466	43	Urbana	IL	61801-3697	217	333-1155	burgosjr	54.0101		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	451	http://www.history.illinois.edu/	True	
13251	1D1-NP-NP0-327	Humanities Research Institute	Humanities Research Institute	Humanities Research Institute	Humanities Research Institute	Antoinette Burton	Levis Faculty Cntr, Suite 400	919 W. Illinois Street	057	126	Urbana	IL	61801-4822	217	244-3344	aburton	90.2401		4	F	F	Y	1	NP	OVCRI Institutes	D1	NP0	327	https://hri.illinois.edu/	True	
13252	1B1-KV-KV4-864	Linguistics	Department of Linguistics	Department of Linguistics	Linguistics, Department of	Tania Ionin	4088 Foreign Languages	707 S. Mathews	168	172	Urbana	IL	61801-3673	217	333-3563	tionin	16.0102		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	864	http://www.linguistics.illinois.edu/	True	
13253	1B1-KV-KV0-397	Life Sciences	Life Sciences	Life Sciences	Life Sciences, School of Molecular and Cellular Biology	Milan Bagchi	534 Burrill Hall	407 S Goodwin	114	138	Urbana	IL	61801-3797	217	333-3044	mbagchi	26.0101		8	F	T	Y	1	KV	Liberal Arts & Sciences	B1	KV0	397	http://www.life.illinois.edu/	False	
13254	1B1-KV-KV0-257	Mathematics	Department of Mathematics	Department of Mathematics	Mathematics, Department of	Mi Kyoung Hur	214 Harker Hall	1305 W. Green Street	382		Urbana	IL	61801-2975	217	333-3350	verahur	27.0101		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	257	https://math.illinois.edu/	True	
13255	1B1-KV-KV3-948	Microbiology	Department of Microbiology	Department of Microbiology	Microbiology, Department of	James Slauch	B103 Chem/Life Sci Lab	601 S. Goodwin	110	70	Urbana	IL	61801-3658	217	333-1736	slauch	26.0502		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV3	948	http://mcb.illinois.edu/departments/microbiology/	True	
13256	1B1-KV-KV0-723	Prg in Jewish Culture &Society	The Program in Jewish Culture and Society	The Program in Jewish Culture and Society	Jewish Culture and Society, Program in	Eugene Avrutin	109 English Bldg	608 S. Wright	718	1	Urbana	IL	61801-3630	217	333-7978	eavrutin	38.0206		P	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	723	http://www.jewishculture.illinois.edu/	True	
13257	1B1-KV-KV0-715	Philosophy	Department of Philosophy	Department of Philosophy	Philosophy, Department of	Luvell Anderson	200 Gregory Hall	810 S. Wright	468	43	Urbana	IL	61801-3645	217	333-2889	vell11	38.0101		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	715	http://www.philosophy.illinois.edu/	True	
13259	1B1-KV-KV0-652	Program in Medieval Studies	Program in Medieval Studies	Program in Medieval Studies	Medieval Studies, Program in	Carol Symes	3072 Foreign Languages	707 S. Mathews	178	172	Urbana	IL	61801-3643	217	265-6254	symes	24.0101		P	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	652	http://www.medieval.illinois.edu/	True	
13260	1B1-KV-KV3-604	Molecular & Integrative Physl	Department of Molecular and Integrative Physiology	Department of Molecular and Integrative Physiology	Molecular and Integrative Physiology, Department of	Claudio Grosman	524 Burrill Hall	407 S. Goodwin	114	138	Urbana	IL	61801-3704	217	244-1736	grosman	26.0901		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV3	604	https://mcb.illinois.edu/departments/mip/	True	
13262	1B1-KV-KV3-415	School of Molecular & Cell Bio	School of Molecular and Cellular Biology	School of Molecular and Cellular Biology	Molecular and Cellular Biology, School of	Milan Bagchi	393 Morrill Hall	505 S. Goodwin	119	242	Urbana	IL	61801-3731	217	333-3166	mbagchi	26.0101		5	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV3	415	http://mcb.illinois.edu/	True	
13263	1B1-KV-KV0-710	Political Science	Department of Political Science	Department of Political Science	Political Science, Department of	Tom Rudolph	420 David Kinley Hall	1407 W. Gregory Dr.	713	54	Urbana	IL	61801	217	333-3881	rudolph	45.1001		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	710	https://pol.illinois.edu/	True	
13265	1B1-KV-KV6-553	Russian,E European,Eurasn Ctr	Russian, East European and Eurasian Center	Russian, East European and Eurasian Center	Russian, East European and Eurasian Center	John Randolph	107 Coble Hall	801 S. Wright St.	487	130	Champaign	IL	61820-6216	217	333-1244	jwr	90.0501		3	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV6	553	http://www.reeec.illinois.edu/	True	
13266	1B1-KV-KV0-299	Psychology	Department of Psychology	Department of Psychology	Psychology, Department of	Diane Beck	308 Psychology Bldg	603 E. Daniel	716	76	Champaign	IL	61820-6232	217	333-0631	dmbeck	42.0101		1	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	299	http://www.psych.illinois.edu/	True	
